-90,-180,-4.77,,,,,,,,,,
-90,-179,-4.71,,,,,,,,,,
-90,-178,-4.66,,,,,,,,,,
-90,-177,-4.61,,,,,,,,,,
-90,-176,-4.57,,,,,,,,,,
-90,-175,-4.52,,,,,,,,,,
-90,-174,-4.47,,,,,,,,,,
-90,-173,-4.43,,,,,,,,,,
-90,-172,-4.39,,,,,,,,,,
-90,-171,-4.35,,,,,,,,,,
-90,-170,-4.31,,,,,,,,,,
-90,-169,-4.27,,,,,,,,,,
-90,-168,-4.23,,,,,,,,,,
-90,-167,-4.20,,,,,,,,,,
-90,-166,-4.16,,,,,,,,,,
-90,-165,-4.13,,,,,,,,,,
-90,-164,-4.10,,,,,,,,,,
-90,-163,-4.07,,,,,,,,,,
-90,-162,-4.04,,,,,,,,,,
-90,-161,-4.02,,,,,,,,,,
-90,-160,-3.99,,,,,,,,,,
-90,-159,-3.97,,,,,,,,,,
-90,-158,-3.95,,,,,,,,,,
-90,-157,-3.93,,,,,,,,,,
-90,-156,-3.91,,,,,,,,,,
-90,-155,-3.89,,,,,,,,,,
-90,-154,-3.88,,,,,,,,,,
-90,-153,-3.86,,,,,,,,,,
-90,-152,-3.85,,,,,,,,,,
-90,-151,-3.84,,,,,,,,,,
-90,-150,-3.83,,,,,,,,,,
-90,-149,-3.82,,,,,,,,,,
-90,-148,-3.81,,,,,,,,,,
-90,-147,-3.81,,,,,,,,,,
-90,-146,-3.81,,,,,,,,,,
-90,-145,-3.81,,,,,,,,,,
-90,-144,-3.80,,,,,,,,,,
-90,-143,-3.81,,,,,,,,,,
-90,-142,-3.81,,,,,,,,,,
-90,-141,-3.81,,,,,,,,,,
-90,-140,-3.82,,,,,,,,,,
-90,-139,-3.83,,,,,,,,,,
-90,-138,-3.84,,,,,,,,,,
-90,-137,-3.85,,,,,,,,,,
-90,-136,-3.86,,,,,,,,,,
-90,-135,-3.87,,,,,,,,,,
-90,-134,-3.89,,,,,,,,,,
-90,-133,-3.91,,,,,,,,,,
-90,-132,-3.92,,,,,,,,,,
-90,-131,-3.94,,,,,,,,,,
-90,-130,-3.96,,,,,,,,,,
-90,-129,-3.99,,,,,,,,,,
-90,-128,-4.01,,,,,,,,,,
-90,-127,-4.04,,,,,,,,,,
-90,-126,-4.07,,,,,,,,,,
-90,-125,-4.09,,,,,,,,,,
-90,-124,-4.12,,,,,,,,,,
-90,-123,-4.16,,,,,,,,,,
-90,-122,-4.19,,,,,,,,,,
-90,-121,-4.23,,,,,,,,,,
-90,-120,-4.26,,,,,,,,,,
-90,-119,-4.30,,,,,,,,,,
-90,-118,-4.34,,,,,,,,,,
-90,-117,-4.38,,,,,,,,,,
-90,-116,-4.42,,,,,,,,,,
-90,-115,-4.46,,,,,,,,,,
-90,-114,-4.51,,,,,,,,,,
-90,-113,-4.56,,,,,,,,,,
-90,-112,-4.60,,,,,,,,,,
-90,-111,-4.65,,,,,,,,,,
-90,-110,-4.70,,,,,,,,,,
-90,-109,-4.75,,,,,,,,,,
-90,-108,-4.81,,,,,,,,,,
-90,-107,-4.86,,,,,,,,,,
-90,-106,-4.92,,,,,,,,,,
-90,-105,-4.97,,,,,,,,,,
-90,-104,-5.03,,,,,,,,,,
-90,-103,-5.09,,,,,,,,,,
-90,-102,-5.15,,,,,,,,,,
-90,-101,-5.21,,,,,,,,,,
-90,-100,-5.27,,,,,,,,,,
-90,-99,-5.33,,,,,,,,,,
-90,-98,-5.40,,,,,,,,,,
-90,-97,-5.46,,,,,,,,,,
-90,-96,-5.53,,,,,,,,,,
-90,-95,-5.59,,,,,,,,,,
-90,-94,-5.66,,,,,,,,,,
-90,-93,-5.73,,,,,,,,,,
-90,-92,-5.79,,,,,,,,,,
-90,-91,-5.86,,,,,,,,,,
-90,-90,-5.93,,,,,,,,,,
-90,-89,-6.00,,,,,,,,,,
-90,-88,-6.07,,,,,,,,,,
-90,-87,-6.14,,,,,,,,,,
-90,-86,-6.20,,,,,,,,,,
-90,-85,-6.27,,,,,,,,,,
-90,-84,-6.34,,,,,,,,,,
-90,-83,-6.41,,,,,,,,,,
-90,-82,-6.48,,,,,,,,,,
-90,-81,-6.54,,,,,,,,,,
-90,-80,-6.61,,,,,,,,,,
-90,-79,-6.68,,,,,,,,,,
-90,-78,-6.74,,,,,,,,,,
-90,-77,-6.80,,,,,,,,,,
-90,-76,-6.87,,,,,,,,,,
-90,-75,-6.93,,,,,,,,,,
-90,-74,-6.99,,,,,,,,,,
-90,-73,-7.04,,,,,,,,,,
-90,-72,-7.10,,,,,,,,,,
-90,-71,-7.15,,,,,,,,,,
-90,-70,-7.21,,,,,,,,,,
-90,-69,-7.25,,,,,,,,,,
-90,-68,-7.30,,,,,,,,,,
-90,-67,-7.34,,,,,,,,,,
-90,-66,-7.39,,,,,,,,,,
-90,-65,-7.42,,,,,,,,,,
-90,-64,-7.46,,,,,,,,,,
-90,-63,-7.49,,,,,,,,,,
-90,-62,-7.52,,,,,,,,,,
-90,-61,-7.55,,,,,,,,,,
-90,-60,-7.57,,,,,,,,,,
